"","spps","datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z","phylo","crops","sppnum"
"1777","Lonicera_maximowiczii","zohner16","exp1","Lonicera","maximowiczii","","yes","18","14","16","timeonly",8.125,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,8.125,"exp","exp","fldest",989,61.1148070881309,"Lonicera_maximowiczii",112,0.259079699672266,0.522249097258486,-0.164088760541305,"Lonicera_maximowiczii","nocrop",100
"1778","Lonicera_maximowiczii","zohner16","exp1","Lonicera","maximowiczii","","yes","18","14","16","timeonly",11.4375,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,11.4375,"exp","exp","fldest",1831,95.3468886724268,"Lonicera_maximowiczii",112,0.259079699672266,0.522249097258486,0.604387387090495,"Lonicera_maximowiczii","nocrop",100
"1753","Lonicera_alpigena","zohner16","exp1","Lonicera","alpigena","","yes","18","14","8","timeonly",14.0170625,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,14.0170625,"exp","exp","fldest",989,61.1148070881309,"Lonicera_alpigena",109,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Lonicera_alpigena","nocrop",101
"1754","Lonicera_alpigena","zohner16","exp1","Lonicera","alpigena","","yes","18","14","8","timeonly",15.05325,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,15.05325,"exp","exp","fldest",1831,95.3468886724268,"Lonicera_alpigena",109,0.0237125458429542,-1.00803446073276,0.604387387090495,"Lonicera_alpigena","nocrop",101
"1755","Lonicera_alpigena","zohner16","exp1","Lonicera","alpigena","","yes","18","14","16","timeonly",16.6875,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,16.6875,"exp","exp","fldest",989,61.1148070881309,"Lonicera_alpigena",109,0.259079699672266,0.522249097258486,-0.164088760541305,"Lonicera_alpigena","nocrop",101
"1756","Lonicera_alpigena","zohner16","exp1","Lonicera","alpigena","","yes","18","14","16","timeonly",16.0625,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,16.0625,"exp","exp","fldest",1831,95.3468886724268,"Lonicera_alpigena",109,0.259079699672266,0.522249097258486,0.604387387090495,"Lonicera_alpigena","nocrop",101
"1759","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","20","10","12","timeonly",15.6,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,15.6,"exp","exp","bothest",949,60.337337283142,"Lonicera_canadensis",111,-0.0351292426143737,-0.242892681737139,-0.825044211122475,"Lonicera_canadensis","nocrop",102
"1760","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","20","10","8","timeonly",25.33333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,25.33333333,"exp","exp","bothest",949,60.337337283142,"Lonicera_canadensis",111,-0.329338184901013,-1.00803446073276,-0.825044211122475,"Lonicera_canadensis","nocrop",102
"1761","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","15","5","12","timeonly",17.33333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,10,12,2.36041666666667,17.33333333,"exp","exp","bothest",949,60.337337283142,"Lonicera_canadensis",111,-0.917756069474291,-0.242892681737139,-0.825044211122475,"Lonicera_canadensis","nocrop",102
"1762","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","15","5","12","timeonly",26,949,"0","0","21-Jan-2015",42.531705,-72.18992,10,12,2.36041666666667,26,"exp","exp","bothest",949,60.337337283142,"Lonicera_canadensis",111,-0.917756069474291,-0.242892681737139,-0.825044211122475,"Lonicera_canadensis","nocrop",102
"1763","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","20","10","12","timeonly",13,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,13,"exp","exp","bothest",965,62.1705815212995,"Lonicera_canadensis",111,-0.0351292426143737,-0.242892681737139,-0.817128576983778,"Lonicera_canadensis","nocrop",102
"1764","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","20","10","12","timeonly",16.33333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,16.33333333,"exp","exp","bothest",965,62.1705815212995,"Lonicera_canadensis",111,-0.0351292426143737,-0.242892681737139,-0.817128576983778,"Lonicera_canadensis","nocrop",102
"1765","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","15","5","8","timeonly",22.33333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,22.33333333,"exp","exp","bothest",949,60.337337283142,"Lonicera_canadensis",111,-1.21196501176093,-1.00803446073276,-0.825044211122475,"Lonicera_canadensis","nocrop",102
"1766","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","15","5","8","timeonly",39.83333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,39.83333333,"exp","exp","bothest",949,60.337337283142,"Lonicera_canadensis",111,-1.21196501176093,-1.00803446073276,-0.825044211122475,"Lonicera_canadensis","nocrop",102
"1767","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","20","10","12","timeonly",20.6,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,20.6,"exp","exp","bothest",949,60.337337283142,"Lonicera_canadensis",111,-0.0351292426143737,-0.242892681737139,-0.825044211122475,"Lonicera_canadensis","nocrop",102
"1768","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","20","10","8","timeonly",12.16666667,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,12.16666667,"exp","exp","bothest",949,60.337337283142,"Lonicera_canadensis",111,-0.329338184901013,-1.00803446073276,-0.825044211122475,"Lonicera_canadensis","nocrop",102
"1769","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","20","10","8","timeonly",17,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,17,"exp","exp","bothest",965,62.1705815212995,"Lonicera_canadensis",111,-0.329338184901013,-1.00803446073276,-0.817128576983778,"Lonicera_canadensis","nocrop",102
"1770","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","20","10","8","timeonly",24,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,24,"exp","exp","bothest",965,62.1705815212995,"Lonicera_canadensis",111,-0.329338184901013,-1.00803446073276,-0.817128576983778,"Lonicera_canadensis","nocrop",102
"1771","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","15","5","12","timeonly",17.33333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,17.33333333,"exp","exp","bothest",965,62.1705815212995,"Lonicera_canadensis",111,-0.917756069474291,-0.242892681737139,-0.817128576983778,"Lonicera_canadensis","nocrop",102
"1772","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","15","5","12","timeonly",27,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,27,"exp","exp","bothest",965,62.1705815212995,"Lonicera_canadensis",111,-0.917756069474291,-0.242892681737139,-0.817128576983778,"Lonicera_canadensis","nocrop",102
"1773","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","15","5","8","timeonly",33,965,"0","0","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,2.38541666666667,33,"exp","exp","bothest",965,62.1705815212995,"Lonicera_canadensis",111,-1.21196501176093,-1.00803446073276,-0.817128576983778,"Lonicera_canadensis","nocrop",102
"1774","Lonicera_canadensis","flynn18","exp1","Lonicera","canadensis",NA,"yes","15","5","8","timeonly",15.66666667,965,"0","0","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,2.38541666666667,15.66666667,"exp","exp","bothest",965,62.1705815212995,"Lonicera_canadensis",111,-1.21196501176093,-1.00803446073276,-0.817128576983778,"Lonicera_canadensis","nocrop",102
"1757","Lonicera_caerulea","zohner16","exp1","Lonicera","caerulea","","yes","18","14","8","timeonly",8.5298125,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,8.5298125,"exp","exp","fldest",989,61.1148070881309,"Lonicera_caerulea",110,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Lonicera_caerulea","nocrop",103
"1758","Lonicera_caerulea","zohner16","exp1","Lonicera","caerulea","","yes","18","14","16","timeonly",6.9375,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,6.9375,"exp","exp","fldest",989,61.1148070881309,"Lonicera_caerulea",110,0.259079699672266,0.522249097258486,-0.164088760541305,"Lonicera_caerulea","nocrop",103
"1252","Eleutherococcus_sieboldianus","zohner16","exp1","Eleutherococcus","sieboldianus","","yes","18","14","8","timeonly",19.625,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,19.625,"exp","exp","fldest",989,61.1148070881309,"Eleutherococcus_sieboldianus",70,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Eleutherococcus_sieboldianus","nocrop",104
"1253","Eleutherococcus_sieboldianus","zohner16","exp1","Eleutherococcus","sieboldianus","","yes","18","14","8","timeonly",16.3125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,16.3125,"exp","exp","fldest",1831,95.3468886724268,"Eleutherococcus_sieboldianus",70,0.0237125458429542,-1.00803446073276,0.604387387090495,"Eleutherococcus_sieboldianus","nocrop",104
"1254","Eleutherococcus_sieboldianus","zohner16","exp1","Eleutherococcus","sieboldianus","","yes","18","14","8","timeonly",20.5,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,20.5,"exp","exp","fldest",2380,123.490985386386,"Eleutherococcus_sieboldianus",70,0.0237125458429542,-1.00803446073276,1.36099008351425,"Eleutherococcus_sieboldianus","nocrop",104
"1255","Eleutherococcus_sieboldianus","zohner16","exp1","Eleutherococcus","sieboldianus","","yes","18","14","16","timeonly",19.75,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,19.75,"exp","exp","fldest",989,61.1148070881309,"Eleutherococcus_sieboldianus",70,0.259079699672266,0.522249097258486,-0.164088760541305,"Eleutherococcus_sieboldianus","nocrop",104
"1256","Eleutherococcus_sieboldianus","zohner16","exp1","Eleutherococcus","sieboldianus","","yes","18","14","16","timeonly",16,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,16,"exp","exp","fldest",1831,95.3468886724268,"Eleutherococcus_sieboldianus",70,0.259079699672266,0.522249097258486,0.604387387090495,"Eleutherococcus_sieboldianus","nocrop",104
"1257","Eleutherococcus_sieboldianus","zohner16","exp1","Eleutherococcus","sieboldianus","","yes","18","14","16","timeonly",20.5,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,20.5,"exp","exp","fldest",2380,123.490985386386,"Eleutherococcus_sieboldianus",70,0.259079699672266,0.522249097258486,1.36099008351425,"Eleutherococcus_sieboldianus","nocrop",104
"1248","Eleutherococcus_setchuenensis","zohner16","exp1","Eleutherococcus","setchuenensis","","yes","18","14","8","timeonly",26.3361875,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,26.3361875,"exp","exp","fldest",989,61.1148070881309,"Eleutherococcus_setchuenensis",69,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Eleutherococcus_setchuenensis","nocrop",105
"1249","Eleutherococcus_setchuenensis","zohner16","exp1","Eleutherococcus","setchuenensis","","yes","18","14","8","timeonly",26.833875,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,26.833875,"exp","exp","fldest",1831,95.3468886724268,"Eleutherococcus_setchuenensis",69,0.0237125458429542,-1.00803446073276,0.604387387090495,"Eleutherococcus_setchuenensis","nocrop",105
"1250","Eleutherococcus_setchuenensis","zohner16","exp1","Eleutherococcus","setchuenensis","","yes","18","14","16","timeonly",25.5,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,25.5,"exp","exp","fldest",989,61.1148070881309,"Eleutherococcus_setchuenensis",69,0.259079699672266,0.522249097258486,-0.164088760541305,"Eleutherococcus_setchuenensis","nocrop",105
"1251","Eleutherococcus_setchuenensis","zohner16","exp1","Eleutherococcus","setchuenensis","","yes","18","14","16","timeonly",24.5625,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,24.5625,"exp","exp","fldest",1831,95.3468886724268,"Eleutherococcus_setchuenensis",69,0.259079699672266,0.522249097258486,0.604387387090495,"Eleutherococcus_setchuenensis","nocrop",105
"1242","Eleutherococcus_senticosus","zohner16","exp1","Eleutherococcus","senticosus","","yes","18","14","8","timeonly",17.6875,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,17.6875,"exp","exp","fldest",989,61.1148070881309,"Eleutherococcus_senticosus",68,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Eleutherococcus_senticosus","nocrop",106
"1243","Eleutherococcus_senticosus","zohner16","exp1","Eleutherococcus","senticosus","","yes","18","14","8","timeonly",17.375,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,17.375,"exp","exp","fldest",1831,95.3468886724268,"Eleutherococcus_senticosus",68,0.0237125458429542,-1.00803446073276,0.604387387090495,"Eleutherococcus_senticosus","nocrop",106
"1244","Eleutherococcus_senticosus","zohner16","exp1","Eleutherococcus","senticosus","","yes","18","14","8","timeonly",19.3125,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,19.3125,"exp","exp","fldest",2380,123.490985386386,"Eleutherococcus_senticosus",68,0.0237125458429542,-1.00803446073276,1.36099008351425,"Eleutherococcus_senticosus","nocrop",106
"1245","Eleutherococcus_senticosus","zohner16","exp1","Eleutherococcus","senticosus","","yes","18","14","16","timeonly",18.75,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,18.75,"exp","exp","fldest",989,61.1148070881309,"Eleutherococcus_senticosus",68,0.259079699672266,0.522249097258486,-0.164088760541305,"Eleutherococcus_senticosus","nocrop",106
"1246","Eleutherococcus_senticosus","zohner16","exp1","Eleutherococcus","senticosus","","yes","18","14","16","timeonly",18.875,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,18.875,"exp","exp","fldest",1831,95.3468886724268,"Eleutherococcus_senticosus",68,0.259079699672266,0.522249097258486,0.604387387090495,"Eleutherococcus_senticosus","nocrop",106
"1247","Eleutherococcus_senticosus","zohner16","exp1","Eleutherococcus","senticosus","","yes","18","14","16","timeonly",18.5625,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,18.5625,"exp","exp","fldest",2380,123.490985386386,"Eleutherococcus_senticosus",68,0.259079699672266,0.522249097258486,1.36099008351425,"Eleutherococcus_senticosus","nocrop",106
"1652","Ilex_mucronata","flynn18","exp1","Ilex","mucronata",NA,"yes","15","5","8","timeonly",21,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,21,"exp","exp","bothest",949,60.337337283142,"Ilex_mucronata",96,-1.21196501176093,-1.00803446073276,-0.825044211122475,"Ilex_mucronata","nocrop",107
"1653","Ilex_mucronata","flynn18","exp1","Ilex","mucronata",NA,"yes","15","5","12","timeonly",33.16666667,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,33.16666667,"exp","exp","bothest",965,62.1705815212995,"Ilex_mucronata",96,-0.917756069474291,-0.242892681737139,-0.817128576983778,"Ilex_mucronata","nocrop",107
"1654","Ilex_mucronata","flynn18","exp1","Ilex","mucronata",NA,"yes","15","5","12","timeonly",20.16666667,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,20.16666667,"exp","exp","bothest",965,62.1705815212995,"Ilex_mucronata",96,-0.917756069474291,-0.242892681737139,-0.817128576983778,"Ilex_mucronata","nocrop",107
"1655","Ilex_mucronata","flynn18","exp1","Ilex","mucronata",NA,"yes","20","10","12","timeonly",13.83333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,13.83333333,"exp","exp","bothest",965,62.1705815212995,"Ilex_mucronata",96,-0.0351292426143737,-0.242892681737139,-0.817128576983778,"Ilex_mucronata","nocrop",107
"1656","Ilex_mucronata","flynn18","exp1","Ilex","mucronata",NA,"yes","20","10","12","timeonly",18.5,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,18.5,"exp","exp","bothest",965,62.1705815212995,"Ilex_mucronata",96,-0.0351292426143737,-0.242892681737139,-0.817128576983778,"Ilex_mucronata","nocrop",107
"1657","Ilex_mucronata","flynn18","exp1","Ilex","mucronata",NA,"yes","15","5","12","timeonly",21,949,"0","0","21-Jan-2015",42.531705,-72.18992,10,12,2.36041666666667,21,"exp","exp","bothest",949,60.337337283142,"Ilex_mucronata",96,-0.917756069474291,-0.242892681737139,-0.825044211122475,"Ilex_mucronata","nocrop",107
"1658","Ilex_mucronata","flynn18","exp1","Ilex","mucronata",NA,"yes","20","10","8","timeonly",16.33333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,16.33333333,"exp","exp","bothest",949,60.337337283142,"Ilex_mucronata",96,-0.329338184901013,-1.00803446073276,-0.825044211122475,"Ilex_mucronata","nocrop",107
"1659","Ilex_mucronata","flynn18","exp1","Ilex","mucronata",NA,"yes","20","10","8","timeonly",23.66666667,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,23.66666667,"exp","exp","bothest",949,60.337337283142,"Ilex_mucronata",96,-0.329338184901013,-1.00803446073276,-0.825044211122475,"Ilex_mucronata","nocrop",107
"1660","Ilex_mucronata","flynn18","exp1","Ilex","mucronata",NA,"yes","15","5","12","timeonly",30.83333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,10,12,2.36041666666667,30.83333333,"exp","exp","bothest",949,60.337337283142,"Ilex_mucronata",96,-0.917756069474291,-0.242892681737139,-0.825044211122475,"Ilex_mucronata","nocrop",107
"1661","Ilex_mucronata","flynn18","exp1","Ilex","mucronata",NA,"yes","20","10","12","timeonly",16.83333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,16.83333333,"exp","exp","bothest",949,60.337337283142,"Ilex_mucronata",96,-0.0351292426143737,-0.242892681737139,-0.825044211122475,"Ilex_mucronata","nocrop",107
"1662","Ilex_mucronata","flynn18","exp1","Ilex","mucronata",NA,"yes","20","10","12","timeonly",13.83333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,13.83333333,"exp","exp","bothest",949,60.337337283142,"Ilex_mucronata",96,-0.0351292426143737,-0.242892681737139,-0.825044211122475,"Ilex_mucronata","nocrop",107
"1663","Ilex_mucronata","flynn18","exp1","Ilex","mucronata",NA,"yes","20","10","8","timeonly",26.5,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,26.5,"exp","exp","bothest",965,62.1705815212995,"Ilex_mucronata",96,-0.329338184901013,-1.00803446073276,-0.817128576983778,"Ilex_mucronata","nocrop",107
